mal_id,title,type,episodes,my_id,watched_episodes,start_date,finish_date,score,status,tags,comments
95,∀ Gundam,TV,50,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
32681,Uchuu Patrol Luluco,TV_SHORT,13,0,13,0000-00-00,0000-00-00,8,Completed,,
39518,Vampire in the Garden,ONA,5,0,5,0000-00-00,2025-05-16,7,Completed,,
33352,Violet Evergarden,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
202,Wolf's Rain,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
55731,Wu Nao Monü,ONA,15,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
14813,Yahari Ore no Seishun Love Come wa Machigatteiru.,TV,13,0,13,0000-00-00,0000-00-00,4,Completed,,
34537,Yoru wa Mijikashi Arukeyo Otome,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
34798,Yuru Camp△,TV,12,0,4,0000-00-00,0000-00-00,7,Dropped,,
10495,Yuru Yuri,TV,12,0,12,0000-00-00,0000-00-00,6,Completed,,
36999,Zoku Owarimonogatari,OVA,6,0,6,0000-00-00,0000-00-00,8,Completed,,
39017,Kyokou Suiri,TV,12,0,7,2025-01-28,0000-00-00,0,Dropped,,
40060,BNA,ONA,12,0,12,0000-00-00,2025-01-28,8,Completed,,
144,Kanon,TV,13,0,1,2025-01-28,0000-00-00,6,Dropped,,
1530,Kanon (2006),TV,24,0,24,2025-02-05,2025-04-13,10,Completed,,
228,Jigoku Shoujo,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
469,Karin,TV,24,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1195,Zero no Tsukaima,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
97,Last Exile,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
534,Slayers,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
5630,Higashi no Eden,TV,11,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
323,Mousou Dairinin,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
26,TEXHNOLYZE,TV,22,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
329,Planetes,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
277,Mahoromatic: Motto Utsukushii Mono,TV,14,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1288,Kidou Keisatsu Patlabor,OVA,7,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1823,Shin Hakkenden,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1163,Neo Ranga,TV_SHORT,48,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
50,Aa! Megami-sama! (TV),TV,24,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
949,Top wo Nerae! GunBuster,OVA,6,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
77,Mahou Shoujo Lyrical Nanoha A's,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
584,Noein: Mou Hitori no Kimi e,TV,24,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
177,Tsubasa Chronicle,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
770,Pale Cocoon,OVA,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
12477,Sakasama no Patema,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
64,Rozen Maiden,TV,12,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1371,Hi no Tori,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
209,R.O.D -THE TV-,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
134,GUNSLINGER GIRL,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
60,Chrno Crusade,TV,24,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
272,Noir,TV,26,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
52,Kidou Tenshi Angelic Layer,TV,26,0,6,0000-00-00,0000-00-00,7,Watching,,
383,Galaxy Angel,TV_SHORT,25,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
396,Seikai no Senki,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1946,Ashita no Nadja,TV,50,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
477,ARIA The ANIMATION,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
58492,mono,TV,12,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
50590,Koukyuu no Karasu,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
14713,Kamisama Hajimemashita,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
14293,Nerawareta Gakuen,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
41392,Ura Sekai Picnic,TV,12,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
46095,Vivy: Fluorite Eye’s Song,TV,13,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
777,HELLSING OVA,OVA,10,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
2025,DARKER THAN BLACK: Kuro no Keiyakusha,TV,25,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
1177,Alien 9,OVA,4,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
25519,Yuuki Yuuna wa Yuusha de Aru,TV,12,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
60326,"Watashi ga Koibito ni Nareru Wake Naijan, Murimuri! (※Muri ja Nakatta!?)",TV,12,0,2,2025-11-21,0000-00-00,8,Watching,,
759,Tokyo Godfathers,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
597,Neko no Ongaeshi,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
2418,Stranger: Mukou Hadan,MOVIE,1,0,0,0000-00-00,0000-00-00,0,Plan to Watch,,
59898,CITY THE ANIMATION,TV,13,0,7,2025-11-25,0000-00-00,8,Watching,,
